index,twitter_total,none_correlation,entity_correlation,verb_correlation,context_correlation,Noun,Name,Word,Verb,Scene
296,"Download Schoolhouse Rock: Election Collection Movie OnlineSchoolhouse Rock: Election Collection movie downloadActors:Download here http://movynswe.info/1/movie/Schoolhouse-Rock-Election-CollectionReview by Michael Jacobson.   BARNES &amp; NOBLE | Schoolhouse Rock! - Election Collection by Walt.   Schoolhouse Rock: Election Collection - DVD Movie Central  SCHOOLHOUSE ROCK: ELECTION COLLECTION.   Amazon.com: Schoolhouse Rock: Election Collection Classroom. Buy, Download, or Rent Schoolhouse Rock: The Election. Considering the age and modest origins,. Aspect Ratio: 1.33:1; Description.   Rent Schoolhouse Rock: The Election Collection [P&amp;S] DVD and over 100,000 other movies at Blockbuster.   Video.   Get ready to cast a vote for Schoolhouse Rock: Election Collection . .   Schoolhouse Rock: The Election Collection [P&amp;S] DVD Rental, Rent. So we wonÌ¢‰âÂ‰ã¢t tell anyone if some of the parents sit down with. Among them are 'I'm Just A Bill.   Election Collection: Schoolhouse Rock - Movie Mom - Beliefnet.com  Even grown-ups are having a tough time staying on top of this yearÌ¢‰âÂ‰ã¢s historic Presidential election. Fourteen irresistible class songs like I'm Just a Bill, The Preamble , and I'm Gonna Send Your.   Schoolhouse Rock!: Election Collection | Now On DVD | Walt Disney.  Video &amp; Audio These cartoons are.  and classic songs that celebrate everything that makes our country great in SCHOOLHOUSE ROCK! THE ELECTION COLLECTION!  Amazon.com: Schoolhouse Rock: Election Collection: Jack Sheldon.   Schoolhouse Rock: The Election Collection: Walt Disney Studios Home Entertainment // Unrated // September 23, 2008: List Price:",,,,,1,1,1,0,0
297,You know my religion. Drugs x Buddha,,,,,1,0,0,0,0
299,Me and @pitbull performing 11:59 in Montreal. #globalwarming,,,,,0,0,1,0,0
300,AHH the winter mornings <3 #Decemberwish  @soppphhhh 'its so fucking cold!',,,,,1,0,0,0,0
301,Pandora is sucking up to me with its advertising since I boycotted them during election season with their Obama nonsense.,,,,,1,1,0,0,1
302,#nofilter #Browns #NFL #Cleveland #GoBrowns,,,,,1,0,0,0,0
303,Alexandria.,,,,,0,0,0,0,1
304,#religion #morals #empathy,,,,,0,0,1,0,0
305,#Aries Obama os invitarÌÁ a ti y a Niall a conocerle en 'la Casa Blanca'. åÀCÌ_mo irÌÁs?,,,,,1,0,0,0,0
306,Amjed Ullah Khan (Corporator) at Kachguda Police Station,,,,,1,1,0,0,0
307,Rainbow over today's #NYC sky offers glimpse of hope after Hurricane #Sandy.,,,,,1,0,0,0,0
308,It's the last day to catch #blackfriday #savings !! Rack up for only $25! #fashion #sale #fallfashion #shop #shopping #style #swag #mylkandhunee #igdaily #instadaily #igfashion #instafashion #instagood,,,,,1,0,0,0,0
309,"If Mitt Romney wins this year election, I volunteer as tribute for the Hunger Games.",,,,,0,0,0,1,0
311,My pretty lion! #gay #gayboy #gayboys #gayrights #gayguys #gaymarriage #gaylove #freedom #freelove #kissgay #boyloveboy #equality,,,,,1,1,0,0,0
313,"#„ _ü_¡___ü_«_ü„Å„à_¡„Å„â„Î_µ  #cyanide  #cyanideandhappiness ""abortion inexpensive""",,,,,1,0,0,0,0
315,Mmmmm ribs #baby #hunger #ribs #snack #slayer #reigninblood #nucky #kids #abortion #satan,,,,,1,1,0,1,0
316,#Satin #SantaClause #Santa #Clause #Christmas #Holiday #SaintNick #Tumblr #Religion #jokes,,,,,1,1,0,0,1
318,,,,,,0,0,0,0,0
320,#AtWork #BlackFriday #HappyHolidays,,,,,0,0,0,0,1
321,Bush was far more denigrated than Obama ~ #JEZEBEL #tcot #sgp #teaparty,,,,,1,0,0,0,0
322,This picture is #Priceless _Ù÷â #GayMarriage,,,,,0,0,1,0,0
323,Merci le vol retardÌ©. #nyc #newyork #standardhotel,,,,,1,0,0,0,0
324,Barack Obama is NOT impressed.,,,,,1,1,0,0,0
325,We support Obama! ‰ÏÎ -- President Obama & the King of Thailand ‰ù_,,,,,1,1,0,0,0
327,#DecemberWish I just want to be happy with the people I love. :),,,,,1,0,0,0,0
328,,,,,,0,0,0,0,0
329,Be mine maybe ? #puppy #decemberwish,,,,,1,0,0,0,0
330,Spray of the day. #SEAvsMIA #thenflseason,,,,,0,1,0,0,0
331,"Kanye West, Michelle Obama, Barack Obama, Kim Kardashian",,,,,1,0,0,0,0
333,@abrampsrb @erwinnsinagaa #rocky #Friends #osis #election #smakys #2012-2013 #congratulation,,,,,1,0,0,0,0
336,#hidecember #smile #decemberwish #love #sorry #instagood #fulloflove,,,,,1,0,0,0,0
337,ICI C'EST PARIS! #parc #paris #porto #championsleague,,,,,1,0,0,0,0
340,Tea New York,,,,,0,0,0,0,1
341,,,,,,0,0,0,0,0
343,#groundzero #hurricanesandy #newjersey,,,,,1,0,0,0,0
344,Feels so good to be able to help! #hurricanesandy #redcross,,,,,0,0,0,0,1
345,What's the problem baby?! #gay #gayboy #gayboys #gayguys #gaylove #gayrights #gaymarriage #kissgay #freelove #freedom #lgbt,,,,,1,0,0,0,0
346,#HurricaneSandy ‰ù_ @codylongo _Ù÷ç,,,,,0,1,0,0,0
347,Shabnam Sohrabi ,,,,,1,0,0,0,0
348,#Stamford The Lion (1984) #StamfordBridge #CHELSEA #Champions of #Europe #championsleague #CL,,,,,1,0,0,0,0
349,You know I couldn't leave #NewYork without one #big #pretzels #food,,,,,0,0,0,0,1
350,¯_¯«ôö¯_¯_ô_¯_¯» ¯_ôãôâ¯_ôà¯±¯© - ôÉôâ¯_¯¬¯± ¯_ôã¯¬¯_¯_¯»ô_ô  Cairo shanty town,,,,,0,0,0,0,1
351,"LMAO, WHY MY MOM TWERKING FOR OBAMA _Ù÷__Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷__Ù÷__Ù÷_",,,,,1,0,0,0,0
352,Officially Christmas time in the Zimmerman household.,,,,,0,1,0,0,0
353,One good thing to come out of the election is Doom Paul.,,,,,0,1,0,0,0
354,white obama.,,,,,1,0,0,0,0
355,#little #brother #soccer #tournament #sweeper #starter #three #cure #cancer,,,,,0,1,0,0,0
356,"Las cosas buenas cuestan, time and truth is my religion.",,,,,1,0,0,0,0
358,Waw new itunes 11 #iphonesia #photooftheday #apple #applefanboy #mbp #itunes #idevice #igdaily #instatags #instagramhub #instagramers,,,,,1,1,0,0,0
359,"que tierno amor, mi devocion, viniste a ser mi religion, mi dulce sentimiento, de nada me arrepiento8~",,,,,1,0,0,0,0
361,NFL Fan Jersey Of The Day for Carson Palmer's return to Cincy (via @Jordan_Stires),,,,,0,0,0,0,1
363,#championsleague #pes2013 #eu #viciado,,,,,1,0,0,0,0
364,Still showing off my religion #Catholic #VirginMary #College #Bracelet #ImTooCoolToBeAMormon #Laaaaatterr,,,,,1,0,0,0,0
366,my favorite place in cairo,,,,,1,0,0,0,0
367,_Ù÷__Ù÷_,,,,,0,0,0,0,0
370,Padre Pio #catholic #papa #religion,,,,,1,0,0,0,0
371,Breast Cancer Awareness! #TeamSkullCandy #TeamNike,,,,,1,1,0,0,0
372,,,,,,0,0,0,0,0
374,Uncle's team gonna play alrd .. Go police ! \m/,,,,,0,1,0,1,0
375,#decemberwish ada yg jual training #chelsea mungkin ?,,,,,1,0,0,0,0
376,#MemoriesIWontForget #NOLA,,,,,1,0,0,0,0
377,"Eu sei qe agt nÌ£o Ì© muito amigas, e nem se conhece a muito tempo, mas te acho super legal e querida, qeria te deseja um Ì_timo aniversÌÁrio e muito anos bons de vida... Te amo guria @minidelirio",,,,,0,1,0,0,0
378,@Day 2 of Japan AIDS Conf. #Chinese #lunch #bento,,,,,1,0,0,0,0
380,So much to say about this #picture I caught earlier #today.  #HurricaneSandy #Sandy #brooklyn #Queens,,,,,1,0,0,0,0
381,#Blackfriday in Boston was no fuckin joke! #blackFriDayCasualty,,,,,0,0,1,1,0
382,"""I'm the butt police and I'm looking at your rear rear rear"" - Eminem",,,,,1,0,0,0,0
383,If Obama was white. wth?!?,,,,,1,0,0,0,0
384,Little over board ehh?? SMDH @ this dude. Many have lost loved ones to cancer including me. Hope someone teaches you about life.,,,,,1,0,1,0,0
385,#hala_madrid #HalaMadrid #Kaka #ChampionsLeague,,,,,1,0,0,0,0
386,@nymediacares #hurricanesandy #reliefeffort #statenisland  #volunteer,,,,,0,1,0,0,0
388,True to my Religion _ÙÔÎ,,,,,1,0,0,0,1
389,On that true religion swagggg :),,,,,1,0,0,0,0
390,Aqui con las celebraciones de mi religion!!!! ;),,,,,1,0,0,0,0
391,"ôÅ¯øô_¯» ¯_ôÉôà ¯_ôãô_ ¯Â¯_¯¬¯»ôà‰ª´#policeman#police#AD#officer#brother",,,,,0,0,0,0,0
392,Yeeahhh ((: <3 @matthewgrantdaly #NewYork #newyorkcity #NYC #TimeSquare #city #cute #adorable #romantic #love #couple #boyfriend #kiss,,,,,1,0,0,0,1
393,Yo mama pajama Obama. #Twerk #Captain #Starwars #purple #cheese #smile,,,,,1,0,1,0,0
394,#victoriassecret #ny #vs #angel #girl #pink #love #newyork,,,,,1,0,0,0,0
395,No #ikwan #allowed at #tahrir #tahrirSquare #Egypt #cairo #giza #egypt #27 #november #27November #revolution #photoOfTheDay #instagram #instagood #instamood #IphonePhoto #photography #Like #Like4Like #LikeForLike #LikeBackAlways #LikeBack #Follow#FollowMe #FollowBack,,,,,1,0,0,0,0
396,The ocean takes the beach. #globalwarming #risingwaters  #thisisreallyhappening  #wakeup #earth #ocean #environment #saveourplanet #waterworld,,,,,1,0,0,0,0
397,Fuck you Black Friday _ÙÎµ #picstitch #retaillife #blackfriday #trashed #hustle #work,,,,,0,0,0,0,1
398,Hardstyle Is My Religion Radioshow Episode #24 @ Clubberry Hard download - www.promodj.com/dazzle4ever #hardstyle #clubberry #HSIMR #promo #dj,,,,,1,0,0,0,0
399,Car 2 @dallascowboys #nationwide #nfl #nascar by @ernhrtfan ,,,,,0,1,0,0,0
400,"I'm getting the itch to #travel !!!#bahamas #newyork #alaska #puertorico #mexicocity",,,,,0,0,0,0,0
401,Lmfao #Romney #republican #Obama,,,,,1,0,0,0,0
402,feels good to be back at church. #church #religion #God,,,,,1,0,0,0,0
403,Trust HIM #faith #trust #patience #motivation #christian #religion #inspiration,,,,,0,1,0,0,0
404,This is my passport photo. The guy taking it asked if he should go ahead and put bars on it for the police.,,,,,1,0,0,0,0
406,Jaden! #BlackFriday #Cutays @jadennbarnes ‰ÏÎ,,,,,1,0,0,0,0
408,What an amazing long weekend it has been...from #Thanksgiving to #BlackFriday then #Friendsgiving and finally #SundayFunday @cgzein @typhara @bellastassi @rainbowsprinkles80 @dashira03 @mads76123 @ralphiefbaby @haymrd very thankful for it all!,,,,,0,0,0,0,1
409,"#MemoriesIWontForget",,,,,0,0,0,0,0
410,Dr. Suess Writes Obama Deficit Reduction Plan ~ ,,,,,1,1,0,0,0
412,"Full Die Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben schwuler Manner in Berlin Movie DownloadsDie Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben schwuler Manner in Berlin movie downloadActors:Bev StroganovPhil ZwicklerRosa von PraunheimDownload here http://molsdvcery.info/1/movie/Die-Aids-Trilogie-Feuer-unterm-Arsch---Vom-Leben-und-Sterben-schwuler-Manner-in-Berlin  Director: Rosa von Praunheim.  die aids trilogie feuer unterm arsch vom leben und sterben schwuler mÌÄå_nner in berlin; die alm an der grenze;  original file - pheatt.emporia.edu  'Romeo Must Die' Movie Special.  und pl tzlich wird es dunkel in meinem Leben (2001) (TV) 2001...und raus bist du (1980.   faculty.fortlewis.edu/gordon_a/dataFiles/movies.list.data.txt  'Romeo Must Die' Movie Special.   - Pastebin.com  Die Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben schwuler MÌÄå_nner in Berlin (1990).   www.dis.uniroma1.it  ftp.fu-berlin.de in /pub/misc/movies/database/tools/moviedb-3.4a.  und pl tzlich wird es dunkel in meinem Leben (2001) (TV) 2001...und raus bist du (1980.   Westdeutscher Rundfunk (WDR) [de] - IMDb - Movies, TV and Celebrities  Die Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben schwuler MÌÄå_nner in Berlin (1990).  1 Berlin-Harlem (1974) 1974 1 CAG.  Produktionsfirma;  Browse PutLocker Movies D | PutLocker Search  daffy duck s movie fantastic island;.  100% Leben - Das Jubil umskonzert (2004. 1990 Die Weisheit (short) 1989 Survival in New York (documentary)  4 hombres y un ataud (1996) - Pelicula - es.Getamovie.org - las.  The Movie Special.  Die"" (1993) Color ""$100,000 Name That. .  1 Berlin-Harlem (1974) 1974 1 CAG.  Produktionsfirma; Janka (1990) (TV).   Die Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben. Actors: Bev Stroganov: Himself Ìâåá Rosa von Praunheim Ìâåá Phil Zwickler  Elfi Mikesch Ì¢‰âÂ‰ÛÏ Wikipedia  1990: Die Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben schwuler MÌÄå_nner in Berlin (Kamera) 1991: Malina (Kamera)  Rosa von Praunheim - IMDb  1990 Die Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben schwuler MÌÄå_nner in Berlin .   todas las peliculas que importan Busca:",,,,,0,0,0,0,0
413,Love... #sandiego #california #nyc #ny #newyork #la #losangeles #usa #sacramento #awesome #niceshot #nicephoto #photooftheday #picoftheday #best #luxury #like #relax #real #yummy #girls #everything #good #sanfrancisco #instagram #instamood #instadaily #love #police #blonde,,,,,1,0,0,0,1
414,#Sun #Sunset #Cloud #Weather #sky #today #Cairo #Egypt,,,,,1,0,0,0,0
415,Hahaha #fuckthis #religion #religious #church #metal #music #dreads #funny,,,,,0,1,1,0,0
416,#MemoriesIWontForget,,,,,1,0,1,0,0
417,My december #december #justsay #words #time #decemberwish,,,,,1,0,0,0,0
418,"another pic: clashes between opponents of President Morsi and security forces near US embassy, Cairo Egypt Nov 25",,,,,1,0,0,0,0
419,Mummy at The Cancer Gala Aid event tonight _Ù_Û_ÙÕÑ_ÙÔ_,,,,,1,0,0,0,0
422,I win! #gay #gayboy #gayboys #gayguys #gaylove #gayrights #gaymarriage #love #lgbt #kissgay #boyloveboy #freedom #freelove,,,,,1,0,0,0,0
423,is this some weird police line up or,,,,,1,0,0,0,0
424,Seasons greetings from the Obama family _Ùà__Ùàü,,,,,1,1,1,0,0
425,Too comfy #PickUps #BlackFriday #NFL #LatePost,,,,,0,0,0,0,0
426,"Wake up, drank. _Ùç_",,,,,0,0,0,1,0
427,"""Ya se me pararon las orejitas, miren! "" #obbie #obama #dog #doglover #puppy #nofilter #iphonesia #photonesia #mommysboy #inlove #negrito _ÙÕÑ",,,,,1,0,0,0,0
428,#decemberwish <3,,,,,0,0,0,0,0
429,#Cancer-What would you wear if you went camping with Niall,,,,,1,0,0,0,0
431,How to dress when meeting the Prime Minister of Canada,,,,,1,0,0,0,0
433,100 mutha-f*ckers can't tell me nothing... #iBeezInTheTrap #NewYork #ThanksgivingWeekend #Trina #Dana,,,,,0,1,0,0,0
435,Kings of Europe #championsleague #munich #munchen #chelseafc #drogba #cech #ramires #lampard #robben #penalties #allianzarena #germany #awaydays #muller #crossbar #torres #luiz #party #celebrations #RomanAbramovich #theircity #theirstadium #ourcup #championsofeurope #terry,,,,,1,0,0,0,0
437,"Even Pau is like, huh? ",,,,,1,0,0,0,0
438,Sandy baby shower cake,,,,,1,0,0,0,0
439,Old agt pic #memories,,,,,1,0,0,0,0
441,70 degrees in November! #globalwarming #biking #cycling #outdoors #avl #ashvegas #asheville #westernnc #trail #mtnbike @joshwillworship,,,,,0,1,0,0,0
442,HIV/AIDS Awareness event this FRIDAY in Cincinnati. Hosted by (finer than Jesus goatee) Lamon Rucker. This is for a cause near and dear to my heart. Free testing will be available. KNOW YOUR STATUS!!!,,,,,1,0,0,0,1
444,#instagood #tweegram #me #police #photooftheday #instamood #instagramhub #bestoftheday #instagramers,,,,,1,0,0,0,0
445,19-05-12 #ChampionsOfEurope #CFC  #Munich #Champions #ChampionsLeague #Final #Legends,,,,,1,0,0,0,0
447,"#MyHouse , #championsleague",,,,,1,0,0,0,1
448,,,,,,0,0,0,0,0
449,Notice the sandy beach added in front of Legend of Captain Jack Sparrow,,,,,1,1,0,0,0
450,"This is our very diverse farm. We use police cars, breed giraffes and even hire our staff from space",,,,,1,0,0,0,1
451,,,,,,0,0,0,0,0
452,"Street art in Chapel Hill, at the former Obama campaign center.",,,,,1,0,0,0,1
455,"Download The Abortion OnlineThe Abortion movie downloadActors:Kevork TÌÄå_rkerAkasya AsiltÌÄå_rkmenAytaÌÄå_ AgirlarHayfa SafiSerhan ErnakMurat YildirimTÌÄå_lay BekretYasin Serif TulunKubilay TunÌÄå_erDownload here http://movynswe.info/1/movie/The-Abortion The Abortion - Rotten Tomatoes - Movies | Movie Trailers | Reviews.   A movie based on the true story reported by WND of a woman trapped in the bathroom of an abortion clinic watching helplessly as her baby died after being born alive.  Bloodmoney, The Business of Abortion | A Documentary Film  Learn the stark truth about the abortion industry right from the lips of former clinic owners and post abortive women..   Abortion. .   The Abortion (2006) - IMDb  Director: Biray Dalkiran.  films that discuss Abortion . Actors: Akasya AsiltÌÄå_rkmen: Eda Ìâåá Murat Yildirim: Cenk Ìâåá Kubilay TunÌÄå_er: Cihan Ìâåá Yasin Serif Tulun: Kaan Ìâåá TÌÄå_lay Bekret Ìâåá Kevork. .   The Abortion DVD Rental, Rent The Abortion Movie Online  After terminating her pregnancy against the advice of her doctor, a woman is tormented by the ghost of her aborted daughter in director Biray Dalkiran's controversial. It is 33 minutes that will rock your world!  Born-alive abortion movie stuns viewers - WND - A Free Press for a.   Review: After terminating her pregnancy against the advice of her doctor, a woman is tormented by the ghost of her aborted daughter in director Biray... a movie list  films that discuss Abortion a movie list - Movie Train  ""180"" - An award-winning documentary!  Share This Award-winning Controversial Video. The Movie.   180 Movie Changes Opinions From Pro-Abortion to Pro-Life",,,,,1,0,1,0,0
456,The GOD sent w/ @AhmedComedy,,,,,1,0,1,0,0
458,#Haha #Titanic #globalwarming #Rose?,,,,,1,0,0,0,0
459,Street art in Chinatown or in little Italy idk #newyork #streetart #downtown #nyc,,,,,0,0,0,0,1
460,Holding his bottle already_ÙÔè‰ù_ #king #cairo,,,,,,,,,
461,#Religion,,,,,,,,,
462,#Tahrir #Cairo #Egypt #teargas #ultras #revolution,,,,,,,,,
464,Bush was far more denigrated than Obama ~ #JEZEBEL #tcot #sgp #teaparty,,,,,,,,,
465,Gordura a MIL!! Hoy cn mi family celebrando qmi mami.cumple 2aÌ±os d haber ganado la batalla al Cancer #family #rolls #food #dulce #choco #canela,,,,,,,,,
466,#Xmas lights are up; will most likely add some more. #LoveTheHolidays,,,,,,,,,
467,I love me some LES #newyork,,,,,,,,,
468,"Hey #tcot #lnyhbt, Remember this?  Thank you George Bush.",,,,,,,,,
471,"Hoping to attend the 'making sense of the 2012 US election' event on Wed 28 Nov, 1pm @livuni",,,,,,,,,
472,What's there to do tonight? | Created with the Free @Versagram App!  #vbf1 #blackfriday #shopping #leftovers #text #versagram #versalove‰ª´,,,,,,,,,
473,#uticany #firstsnow #babyphat #tommyhilfiger #newyork,,,,,,,,,
476,Breakfast @ Valois (texting Obama),,,,,,,,,
477,Me & @bailey_michael gingerbread houses #hurricanesandy,,,,,,,,,
478,,,,,,,,,,
479,My wave religion #WaveReligion,,,,,,,,,
481,"71 pounds lighter, he needs to start eating.. Cancer is a dirty fucking disease. #picstitch",,,,,,,,,
482,,,,,,,,,,
483,Merecedores... #chelseafc #championsleague @chelseafcofficial,,,,,,,,,
484,#championsleague,,,,,,,,,
485,,,,,,,,,,
486,"So yea, I met him a couple of weeks ago @atamerica. We were celebrating his election-winning thing. Nice guy. Lol",,,,,,,,,
488,Work in progress: President @BarackObama. #art #sketch #drawing #graphic #portrait #obama #president #derwent _Ù_¬_ÙÔç,,,,,,,,,
490,Que porra Ì© isso agt dormindo  @miltonterceiro @pedrohcabralv @lucasverasmc,,,,,,,,,
491,My success! #sohappy #nikon #camera #columbia #jacket #wafflestickmaker #yum #blackfriday #shopping #black #boots #grey #boot #bra #goodtime #sales,,,,,,,,,
493,I just voted in my first run-off election for Mayor of North Little Rock.,,,,,,,,,
495,It's gonna be a rough night for one of us... #gbpackers #nygiants #nfl #sundaynightfootball,,,,,,,,,
496,Something rather obvious that people don't seem to remember. #heraldtribune #globalwarming #environment,,,,,,,,,
499,#longbeach #hurricanesandy #thatsalotofsand #reliefweneedit #staypositive,,,,,,,,,
500,"my angel, @bellathornelovesyou is so close to 2M on twitter! || my #DecemberWish .....",,,,,,,,,
502,Brings a tear to my eye _Ù÷_ #arsenal #afc #championsleague,,,,,,,,,
503,I've voted in three different provinces in every election I can and it's still exciting.,,,,,,,,,
504,_Ù÷â_Ù÷â_Ù÷â_Ù÷â #Dying #2K #HurricaneSandy,,,,,,,,,
505,Good times #newyork #love @hend_aljabawi,,,,,,,,,
506,Best present ever!!! Original newsprint version of NYT from day after Obama's re-election from a Manhattan newsstand. Thanks @JordanaOZ,,,,,,,,,
507,Central Park Night #newyork,,,,,,,,,
509,LMFAO ! _Ù÷â_Ù÷â_Ù÷â #titanic #jack #globalwarming,,,,,,,,,
510,#nationalguard #army #trucks #hurricanesandy #help #farrockaway #newyork #vehicles #america #usa,,,,,,,,,
511,#cinnabon #cairo #egypt,,,,,,,,,
512,"Oh hi. My name's Leo, nice to meet you. #life, #whoami, #globalwarming",,,,,,,,,
514,Russian traffic police dogs,,,,,,,,,
516,"The #NFL has Tom Brady, the #CFL has Ricky Ray. Toronto's QB is bald and has a greasy mustache. #GreyCup #Argos",,,,,,,,,
518,Crowd Shot....#ClubTryst #BlackFriday Check Out DaFix.net for more flicks,,,,,,,,,
519,@martunaa Just chillen during hurricane sandy #wine #tuna #hurricanesandy #slime #_Ùçü,,,,,,,,,
521,"Hace 7 aÌ±os un cancer nos quito a este gran piloto, campeÌ_n del mundo. #RichardBurns",,,,,,,,,
523,This is raw. #soccer #championsleague #bvb,,,,,,,,,
524,Only at #Walmart ! #BlackFriday #Funny #Lol,,,,,,,,,
525,@RoyaleWatkins will I see you? ,,,,,,,,,
526,"_Ù_¡„ _¡______ _À„Û_ü__„è_È_ü _á_¡ ""_Õ___È___«_¡„Û„Å___ü__ ____„Å„â""  #realtrapshit #swag #trap #swaggamusic #police",,,,,,,,,
527,"Miami Gardens Finest.... And I ain't talking bout me.#miamigardens #police locking folks up every 5 minutes. Became out here in deez streets #christmas time quotasCrown Photograpy!",,,,,,,,,
528,In Philadelphia ordering pizza! Yum! ‰ÏÎ#Jake'spizza #philadelphia #2012 #food #pizza #menu #hurricanesandy,,,,,,,,,
530,Brooklyn Bridge #newyork,,,,,,,,,
531,Christmas Cards for #hurricanesandy victims at the Atlantic City Rescue Mission #southjersey #restoretheshore #sandyrelief #sandyrecovery #merrychristmas #helpthehomeless #december,,,,,,,,,
532,We was hella close #BlackFriday,,,,,,,,,
533,#abortion #prolife,,,,,,,,,
538,Now we all know he on ya mind so stop n #follow the #buzzin Mr.True Religion  #swaggerific #unmatched #AlienFlee @h2odz170,,,,,,,,,
539,City for the day _ÙÎÄ#blackfriday,,,,,,,,,
541,Another spice boy to add to our collection #spiceboy #obama @_abbbbbie @__lauraaaaaa,,,,,,,,,
542,Day 25 of Movember. Lets help kiss prostate cancer in the ass!,,,,,,,,,
543,#nyc #sandy #hurricanesandy,,,,,,,,,
544,,,,,,,,,,
546,#blackFriday Vegas @_key2alexus @pebblez4 _Ù÷è,,,,,,,,,
548,#blackfriday purchase? Nahhhh!,,,,,,,,,
552,True stuff. I have mad respect for all the ladies that DO NOT give in to abortion.,,,,,,,,,
553,Construction of Moscow.... Looks like buildings of Nasser's era #Moscow #Cairo #Nasser,,,,,,,,,
554,There is only a few #WOMEN in this world who can be my #LEADER & LEAD ME.... I MUST SAY... MRS. OBAMA... IS AN AMAZING PERSON.... SHE WORKED HARD FOR EVERYTHING SHE HAS...& SHE EARNED IT ALL... THATS WHAT I CALL #SELFMADE !!! MY FOCUS & MY DREAMS....ARE BEYOND BEING A PRETTY GIRL OR AN #Badbitch .... IM A WOMAN OF SUBSTANCE = IM A REAL CHICK OF ESSENCE .... #RespectMyFresh #respect #BlackWomenRock #igaddict #Picstitch #instacollage #instamood #DREAMCHASERS #MMG #GOODMUSIC #JETLIFE #YMCMB #BMB #SLOWBUCKS #YOLO,,,,,,,,,
555,Gingerbread competition gone wrong #hurricanesandy @stina_berge @KellyPickett15 @jessick_ah,,,,,,,,,
556,"http://www.presstv.ir/#Egyptian #police have clashed with demonstrators in the capital #Cairo protesting for the third consecutive day on November 25, 2012 against a new constitutional declaration that grants the country‰Ûªs president broad powers. ",,,,,,,,,
557,"LOL ‰ªÜ‰ù__Ù÷ä_Ù÷÷ that's right, haha. It's okay babe, you're safe @resedacoco _Ù÷ã #julybaby #cancer #summerbound #onlywaytodoit.",,,,,,,,,
558,"Oh, heyyyy #Obama. | Samm's office of #diversity.",,,,,,,,,
559,"The part under Obama as the Joker (what?) says ""Thank you, Satan."" Not really sure what's going on here.",,,,,,,,,
561,#blackfriday #nikefactorystore,,,,,,,,,
562,#MemoriesIWontForget the day me and @SummieStarr went to the mall and had the best day,,,,,,,,,
563,Go 49ers #football #brazil #futebol #passion #nfl #brasil,,,,,,,,,
565,Lets get creative and help #HurricaneSandy victims! Please R-T ;),,,,,,,,,
567,#Bored #HairCut #NoMoreBeard #NakedFace #Vikings #NFL #Hi #Hello #Hola #ComoEstas,,,,,,,,,
568,Love this saying,,,,,,,,,
569,Mr. President! #obama,,,,,,,,,
573,#india #religion #compassion #hinduism #peace #colors #jaipur,,,,,,,,,
574,Just met Murray Sawchuck from America's Got Talent and Pawn Stars at Walgreens :) #agt #americasgottalent #magician #magic #murraysawchuck #celebrity #famous #happy #walgreens,,,,,,,,,
575,Cairo ‰ª´,,,,,,,,,
576,#cairo #righthererightnow thank you for sharing @ahmed_sadek,,,,,,,,,
577,Coolin' with Cairo at the cribo. When I first came back from thanksgiving for 4 days!,,,,,,,,,
578,New puppy... The day I go back to school #hurricane #sandy #rescue #Shepard #mix #cutest #puppy #dog #bro #bitch #northshore #animal #nsala #fetch,,,,,,,,,
580,"Bradley, a little monster, was diagnosed with cancer today. Let's pray for him! #PrayForBradley",,,,,,,,,
581,#blackfriday #climbing #deals are still on #blackdiamond #petzl #lascarpa #evolv #metolius #http://t.co/yHUtMoNX,,,,,,,,,
582,Love these girls _Ù÷÷ @juliaesbjornson @rebeccatomsik @rissaaxox  #newyorchesis #newyork #girls #lovethem,,,,,,,,,
585,#ocara #fernandotorres #torres #chelseafc #championsleague,,,,,,,,,
586,"Hoje uma gay fica granadina hahahaJuuuuh eu lembro como se fosse ontem agt la no del eu com blusa xadrez e tu igual a mari quando eu te conheci kkkkkkkkkkk agente la no gane station e no bobs morta de gatas batendo foto KKKKKKKKKKK sao tantos momentos ctg villa mix, semana santa ... serio mrm  se eu for falar todos vai ser uma bÌ_blia... Kkkk Enfim juh parabens tudo de bom que Deus te ilumine sempre sempre e sempre muito JUÌçZO, mts gatosssss rsrsrsrs saÌ_de paz e essas coisa ai ""Que nossa amizade seja eterna em quanto dure e que dure para sempre"" te amo @juponce7",,,,,,,,,
587,"..BS & Shorty140? Brooklyn, NYC:2012. #bs #ked #shorty140 #tcs #klame #graffiti #nyc #newyork #newyorkcity #brooklyn #emissions #heavyduty #neon",,,,,,,,,
589,Beauty is a Religion,,,,,,,,,
591,,,,,,,,,,
592,#fall colors on #thanksgiving weekend in #seattle #instagram #htconex #android #photo #nature,,,,,,,,,
593,Out and about in #egypt #cairo #pyramid #sphinx,,,,,,,,,
